sku,competitor,competitor_price
PO-100G-A0-500-40-4,Competitor2,290.82
PO-100G-A0-500-40-2,Competitor2,302.72
PO-100G-A0-500-40-1,Competitor2,346.48
PO-100G-A0-50-40-4,Competitor2,153.9
PO-100G-A0-50-40-2,Competitor2,164.72
PO-100G-A0-50-40-1,Competitor2,197.48
PO-115A-A0-10000-40-9,Competitor2,3007.66
PO-115A-A1-10000-40-5,Competitor2,1745.57
PO-115A-A1-10000-40-2,Competitor2,2269.24
PO-115A-A2-10000-40-5,Competitor2,945.57
PO-115A-A2-10000-40-2,Competitor2,1323.8
PO-115A-B1-10000-40-6,Competitor2,2389.04
PO-115A-B2-10000-40-5,Competitor2,1789.51
PO-115A-B2-10000-40-2,Competitor2,2505.31
PO-115A-A0-1000-40-4,Competitor2,603.73
PO-115A-A0-1000-40-2,Competitor2,621.24
PO-115A-A0-1000-40-1,Competitor2,698.01
PO-115A-A1-1000-40-4,Competitor2,251.59
PO-115A-A1-1000-40-1,Competitor2,327.06
PO-115A-A2-1000-40-4,Competitor2,158.03
PO-115A-A2-1000-40-1,Competitor2,221.25
PO-115A-A3-1000-40-4,Competitor2,85.9
PO-115A-A3-1000-40-2,Competitor2,100.03
PO-115A-A3-1000-40-1,Competitor2,131.97
PO-115A-B1-1000-40-4,Competitor2,445.38
PO-115A-B1-1000-40-2,Competitor2,462.31
PO-115A-B1-1000-40-1,Competitor2,528.08
PO-115A-B2-1000-40-4,Competitor2,263.93
PO-115A-B2-1000-40-1,Competitor2,369.5
PO-115A-A0-100-40-4,Competitor2,224.06
PO-115A-A0-100-40-2,Competitor2,233.2
PO-115A-A0-100-40-1,Competitor2,265.95
PO-115A-A1-100-40-4,Competitor2,89.81
PO-115A-A1-100-40-1,Competitor2,116.76
PO-115A-A2-100-40-4,Competitor2,70
PO-115A-A2-100-40-1,Competitor2,98
PO-115A-A3-100-40-4,Competitor2,57.49
PO-115A-A3-100-40-2,Competitor2,66.79
PO-115A-A3-100-40-1,Competitor2,95.47
PO-115A-B1-100-40-4,Competitor2,154.86
PO-115A-B1-100-40-2,Competitor2,165.66
PO-115A-B1-100-40-1,Competitor2,198.41
PO-115A-B2-100-40-4,Competitor2,70
PO-115A-B2-100-40-1,Competitor2,98
PO-115A-A1-15000-40-5,Competitor2,2552.64
PO-115A-A1-15000-40-2,Competitor2,3318.43
PO-115A-A2-15000-40-5,Competitor2,1355.59
PO-115A-A2-15000-40-2,Competitor2,1897.83
PO-115A-B2-15000-40-5,Competitor2,2609.55
PO-115A-B2-15000-40-2,Competitor2,3653.37
PO-115A-A3-150-40-4,Competitor2,49.69
PO-115A-A3-150-40-1,Competitor2,69.57
PO-115A-A1-20000-40-5,Competitor2,3359.71
PO-115A-A1-20000-40-2,Competitor2,4367.62
PO-115A-A2-20000-40-5,Competitor2,1765.61
PO-115A-A2-20000-40-2,Competitor2,2471.86
PO-115A-B2-20000-40-5,Competitor2,3429.59
PO-115A-B2-20000-40-2,Competitor2,4801.43
PO-115A-A0-2000-40-4,Competitor2,971.07
PO-115A-A0-2000-40-2,Competitor2,990.37
PO-115A-A0-2000-40-1,Competitor2,1077.11
PO-115A-A3-2000-40-4,Competitor2,139.2
PO-115A-A3-2000-40-2,Competitor2,157.58
PO-115A-A3-2000-40-1,Competitor2,200.26
PO-115A-B1-2000-40-4,Competitor2,738.01
PO-115A-B1-2000-40-2,Competitor2,756.67
PO-115A-B1-2000-40-1,Competitor2,844.47
PO-115A-A3-200-40-4,Competitor2,61.52
PO-115A-A3-200-40-1,Competitor2,86.13
PO-115A-A1-2500-40-4,Competitor2,518.46
PO-115A-A1-2500-40-1,Competitor2,673.99
PO-115A-A2-2500-40-4,Competitor2,289.29
PO-115A-A2-2500-40-1,Competitor2,405.01
PO-115A-B2-2500-40-4,Competitor2,534.69
PO-115A-B2-2500-40-1,Competitor2,748.57
PO-115A-A0-250-40-4,Competitor2,302.43
PO-115A-A0-250-40-2,Competitor2,314.08
PO-115A-A0-250-40-1,Competitor2,357.82
PO-115A-A1-250-40-4,Competitor2,114.02
PO-115A-A1-250-40-1,Competitor2,148.23
PO-115A-A2-250-40-4,Competitor2,88.28
PO-115A-A2-250-40-1,Competitor2,123.59
PO-115A-A3-250-40-4,Competitor2,61.72
PO-115A-A3-250-40-2,Competitor2,71.02
PO-115A-A3-250-40-1,Competitor2,101.89
PO-115A-B1-250-40-4,Competitor2,200.9
PO-115A-B1-250-40-2,Competitor2,210.6
PO-115A-B1-250-40-1,Competitor2,243.35
PO-115A-B2-250-40-4,Competitor2,132.67
PO-115A-B2-250-40-1,Competitor2,185.74
PO-115A-A0-3000-40-4,Competitor2,1200.87
PO-115A-A0-3000-40-2,Competitor2,1228.99
PO-115A-A0-3000-40-1,Competitor2,1351.96
PO-115A-A3-3000-40-4,Competitor2,185.85
PO-115A-A3-3000-40-2,Competitor2,204.23
PO-115A-A3-3000-40-1,Competitor2,246.91
PO-115A-B1-3000-40-4,Competitor2,988.25
PO-115A-B1-3000-40-2,Competitor2,1012.85
PO-115A-B1-3000-40-1,Competitor2,1114.08
PO-115A-A0-4000-40-4,Competitor2,1462.12
PO-115A-A0-4000-40-2,Competitor2,1498.32
PO-115A-A0-4000-40-1,Competitor2,1657.51
PO-115A-B1-4000-40-4,Competitor2,1185.65
PO-115A-B1-4000-40-2,Competitor2,1216.99
PO-115A-B1-4000-40-1,Competitor2,1347.2
PO-115A-A0-5000-40-4,Competitor2,1711.84
PO-115A-A0-5000-40-2,Competitor2,1756.4
PO-115A-A0-5000-40-1,Competitor2,1956.58
PO-115A-A1-5000-40-4,Competitor2,938.49
PO-115A-A1-5000-40-1,Competitor2,1220.04
PO-115A-A2-5000-40-4,Competitor2,519.05
PO-115A-A2-5000-40-1,Competitor2,726.67
PO-115A-A3-5000-40-4,Competitor2,284.41
PO-115A-A3-5000-40-2,Competitor2,307.02
PO-115A-A3-5000-40-1,Competitor2,367.52
PO-115A-B1-5000-40-4,Competitor2,1389.98
PO-115A-B1-5000-40-2,Competitor2,1427.89
PO-115A-B1-5000-40-1,Competitor2,1591.85
PO-115A-B2-5000-40-4,Competitor2,969.46
PO-115A-B2-5000-40-1,Competitor2,1357.25
PO-115A-A0-500-40-4,Competitor2,385.02
PO-115A-A0-500-40-2,Competitor2,399.05
PO-115A-A0-500-40-1,Competitor2,453.81
PO-115A-A1-500-40-4,Competitor2,162.63
PO-115A-A1-500-40-1,Competitor2,211.42
PO-115A-A2-500-40-4,Competitor2,108.78
PO-115A-A2-500-40-1,Competitor2,152.29
PO-115A-A3-500-40-4,Competitor2,67.32
PO-115A-A3-500-40-2,Competitor2,78.46
PO-115A-A3-500-40-1,Competitor2,110.41
PO-115A-B1-500-40-4,Competitor2,266.4
PO-115A-B1-500-40-2,Competitor2,278.89
PO-115A-B1-500-40-1,Competitor2,322.65
PO-115A-B2-500-40-4,Competitor2,173.68
PO-115A-B2-500-40-1,Competitor2,243.15
PO-115A-A0-50-40-4,Competitor2,205.46
PO-115A-A0-50-40-2,Competitor2,215.05
PO-115A-A0-50-40-1,Competitor2,247.81
PO-115A-A1-50-40-4,Competitor2,81.87
PO-115A-A1-50-40-1,Competitor2,106.43
PO-115A-A2-50-40-4,Competitor2,42.1
PO-115A-A2-50-40-1,Competitor2,58.94
PO-115A-A3-50-40-4,Competitor2,26.03
PO-115A-A3-50-40-1,Competitor2,36.44
PO-115A-B1-50-40-4,Competitor2,142.24
PO-115A-B1-50-40-2,Competitor2,153.35
PO-115A-B1-50-40-1,Competitor2,186.09
PO-115A-B2-50-40-4,Competitor2,42.1
PO-115A-B2-50-40-1,Competitor2,58.94
PO-115A-A0-7000-40-9,Competitor2,2230.17
PO-115A-B1-7000-40-6,Competitor2,1783.78
PO-135G-A0-10000-40-9,Competitor2,2824.73
PO-135G-A1-10000-40-5,Competitor2,1279.26
PO-135G-A1-10000-40-2,Competitor2,1663.03
PO-135G-A2-10000-40-5,Competitor2,712.42
PO-135G-A2-10000-40-2,Competitor2,997.38
PO-135G-A3-10000-40-5,Competitor2,354.3
PO-135G-A3-10000-40-2,Competitor2,496.01
PO-135G-B1-10000-40-6,Competitor2,2109.71
PO-135G-B1-10000-40-4,Competitor2,2227.82
PO-135G-B2-10000-40-5,Competitor2,1323.2
PO-135G-B2-10000-40-2,Competitor2,1852.47
PO-135G-A0-1000-40-4,Competitor2,552.43
PO-135G-A0-1000-40-2,Competitor2,571.16
PO-135G-A0-1000-40-1,Competitor2,647.95
PO-135G-A1-1000-40-4,Competitor2,204.95
PO-135G-A1-1000-40-1,Competitor2,266.44
PO-135G-A2-1000-40-4,Competitor2,134.72
PO-135G-A2-1000-40-1,Competitor2,188.6
PO-135G-A3-1000-40-4,Competitor2,71.11
PO-135G-A3-1000-40-1,Competitor2,99.55
PO-135G-B1-1000-40-4,Competitor2,355.42
PO-135G-B1-1000-40-2,Competitor2,409.73
PO-135G-B1-1000-40-1,Competitor2,473.91
PO-135G-B2-1000-40-4,Competitor2,217.3
PO-135G-B2-1000-40-1,Competitor2,304.22
PO-135G-A0-100-40-4,Competitor2,207.16
PO-135G-A0-100-40-2,Competitor2,216.72
PO-135G-A0-100-40-1,Competitor2,249.46
PO-135G-A1-100-40-4,Competitor2,85.15
PO-135G-A1-100-40-1,Competitor2,110.69
PO-135G-A2-100-40-4,Competitor2,61.2
PO-135G-B1-100-40-4,Competitor2,134.43
PO-135G-B1-100-40-2,Competitor2,159.04
PO-135G-B1-100-40-1,Competitor2,190.99
PO-135G-B2-100-40-4,Competitor2,61.2
PO-135G-B2-100-40-1,Competitor2,85.68
PO-135G-A1-15000-40-5,Competitor2,1853.17
PO-135G-A1-15000-40-2,Competitor2,2409.12
PO-135G-A2-15000-40-5,Competitor2,1005.86
PO-135G-A2-15000-40-2,Competitor2,1408.2
PO-135G-A3-15000-40-5,Competitor2,494.24
PO-135G-A3-15000-40-2,Competitor2,691.94
PO-135G-B2-15000-40-5,Competitor2,1910.08
PO-135G-B2-15000-40-2,Competitor2,2674.12
PO-135G-A3-150-40-4,Competitor2,49.45
PO-135G-A3-150-40-1,Competitor2,69.23
PO-135G-A1-20000-40-5,Competitor2,2427.09
PO-135G-A1-20000-40-2,Competitor2,3155.22
PO-135G-A2-20000-40-5,Competitor2,1299.3
PO-135G-A2-20000-40-2,Competitor2,1819.03
PO-135G-A3-20000-40-5,Competitor2,626.73
PO-135G-A3-20000-40-2,Competitor2,877.43
PO-135G-B2-20000-40-5,Competitor2,2496.97
PO-135G-B2-20000-40-2,Competitor2,3495.76
PO-135G-A0-2000-40-4,Competitor2,900.17
PO-135G-A0-2000-40-2,Competitor2,921.15
PO-135G-A0-2000-40-1,Competitor2,1007.9
PO-135G-B1-2000-40-4,Competitor2,648.08
PO-135G-B1-2000-40-2,Competitor2,691.9
PO-135G-B1-2000-40-1,Competitor2,799.05
PO-135G-A3-200-40-4,Competitor2,61.2
PO-135G-A3-200-40-1,Competitor2,85.68
PO-135G-A1-2500-40-4,Competitor2,410.13
PO-135G-A1-2500-40-1,Competitor2,533.17
PO-135G-A2-2500-40-4,Competitor2,239.25
PO-135G-A2-2500-40-1,Competitor2,334.95
PO-135G-A3-2500-40-4,Competitor2,118.3
PO-135G-A3-2500-40-1,Competitor2,165.63
PO-135G-B2-2500-40-4,Competitor2,418.11
PO-135G-B2-2500-40-1,Competitor2,585.36
PO-135G-A0-250-40-4,Competitor2,269.01
PO-135G-A0-250-40-2,Competitor2,281.44
PO-135G-A0-250-40-1,Competitor2,325.2
PO-135G-A1-250-40-4,Competitor2,102.37
PO-135G-A1-250-40-1,Competitor2,133.08
PO-135G-A2-250-40-4,Competitor2,82.45
PO-135G-A2-250-40-1,Competitor2,115.43
PO-135G-A3-250-40-1,Competitor2,61.54
PO-135G-B1-250-40-4,Competitor2,166.06
PO-135G-B1-250-40-2,Competitor2,193.15
PO-135G-B1-250-40-1,Competitor2,225.08
PO-135G-B2-250-40-4,Competitor2,121.02
PO-135G-B2-250-40-1,Competitor2,169.42
PO-135G-A0-3000-40-4,Competitor2,1148.23
PO-135G-A0-3000-40-2,Competitor2,1177.6
PO-135G-A0-3000-40-1,Competitor2,1300.57
PO-135G-B1-3000-40-4,Competitor2,902.84
PO-135G-B1-3000-40-2,Competitor2,942.83
PO-135G-B1-3000-40-1,Competitor2,1041.59
PO-135G-A0-4000-40-4,Competitor2,1379.21
PO-135G-A0-4000-40-2,Competitor2,1417.38
PO-135G-A0-4000-40-1,Competitor2,1576.57
PO-135G-B1-4000-40-4,Competitor2,1073.24
PO-135G-B1-4000-40-2,Competitor2,1124.39
PO-135G-B1-4000-40-1,Competitor2,1251.43
PO-135G-A0-5000-40-4,Competitor2,1623.5
PO-135G-A0-5000-40-2,Competitor2,1670.15
PO-135G-A0-5000-40-1,Competitor2,1870.33
PO-135G-A1-5000-40-4,Competitor2,705.34
PO-135G-A1-5000-40-1,Competitor2,916.94
PO-135G-A2-5000-40-4,Competitor2,410.72
PO-135G-A2-5000-40-1,Competitor2,575.01
PO-135G-A3-5000-40-4,Competitor2,199.45
PO-135G-A3-5000-40-1,Competitor2,279.23
PO-135G-B1-5000-40-4,Competitor2,1248.36
PO-135G-B1-5000-40-2,Competitor2,1310.67
PO-135G-B1-5000-40-1,Competitor2,1470.63
PO-135G-B2-5000-40-4,Competitor2,736.31
PO-135G-B2-5000-40-1,Competitor2,1030.83
PO-135G-A0-500-40-4,Competitor2,357.75
PO-135G-A0-500-40-2,Competitor2,372.42
PO-135G-A0-500-40-1,Competitor2,427.18
PO-135G-A1-500-40-4,Competitor2,139.31
PO-135G-A1-500-40-1,Competitor2,181.11
PO-135G-A2-500-40-4,Competitor2,97.12
PO-135G-A2-500-40-1,Competitor2,135.97
PO-135G-B1-500-40-4,Competitor2,234.55
PO-135G-B1-500-40-2,Competitor2,271.14
PO-135G-B1-500-40-1,Competitor2,313.83
PO-135G-B2-500-40-4,Competitor2,150.36
PO-135G-B2-500-40-1,Competitor2,210.5
PO-135G-A0-50-40-4,Competitor2,193.97
PO-135G-A0-50-40-2,Competitor2,203.85
PO-135G-A0-50-40-1,Competitor2,236.57
PO-135G-A1-50-40-4,Competitor2,79.54
PO-135G-A1-50-40-1,Competitor2,103.4
PO-135G-B1-50-40-4,Competitor2,134.02
PO-135G-B1-50-40-2,Competitor2,148.15
PO-135G-B1-50-40-1,Competitor2,180.1
PO-135G-B2-50-40-4,Competitor2,37.7
PO-135G-B2-50-40-1,Competitor2,52.78
PO-135G-A0-7000-40-9,Competitor2,2097.65
PO-135G-B1-7000-40-6,Competitor2,1598.59
PO-135G-B1-7000-40-4,Competitor2,1683.22
PO-135G-A3-7500-40-5,Competitor2,280.6
PO-135G-A3-7500-40-2,Competitor2,392.84
PO-250G-A0-1000-40-4,Competitor2,933.79
PO-250G-A0-1000-40-2,Competitor2,951.11
PO-250G-A0-1000-40-1,Competitor2,1030.61
PO-250G-A0-100-40-4,Competitor2,332.55
PO-250G-A0-100-40-2,Competitor2,339.13
PO-250G-A0-100-40-1,Competitor2,371.88
PO-250G-A0-2000-40-5,Competitor2,1341.14
PO-250G-A0-2000-40-3,Competitor2,1351.62
PO-250G-A0-250-40-4,Competitor2,448.34
PO-250G-A0-250-40-2,Competitor2,460.85
PO-250G-A0-250-40-1,Competitor2,515.63
PO-250G-A0-3000-40-5,Competitor2,1784.99
PO-250G-A0-3000-40-3,Competitor2,1799.2
PO-250G-A0-4000-40-5,Competitor2,2221.94
PO-250G-A0-4000-40-3,Competitor2,2240.05
PO-250G-A0-5000-40-5,Competitor2,2658.88
PO-250G-A0-5000-40-3,Competitor2,2680.88
PO-250G-A0-500-40-4,Competitor2,616.76
PO-250G-A0-500-40-2,Competitor2,633.95
PO-250G-A0-500-40-1,Competitor2,710.74
PO-250G-A0-50-40-4,Competitor2,313.85
PO-250G-A0-50-40-2,Competitor2,320.87
PO-250G-A0-50-40-1,Competitor2,353.61
PO-135G-A3-250-40-4,Competitor2,51.28
PO-115A-A0-10000-40-9,Competitor3,3364.13
PO-115A-A1-10000-40-5,Competitor3,1390.36
PO-115A-A1-10000-40-3,Competitor3,1507.16
PO-115A-A1-10000-40-2,Competitor3,1634.46
PO-115A-A2-10000-40-5,Competitor3,724.48
PO-115A-A2-10000-40-3,Competitor3,786.38
PO-115A-A2-10000-40-2,Competitor3,853.98
PO-115A-A3-10000-40-5,Competitor3,386.05
PO-115A-A3-10000-40-3,Competitor3,419.05
PO-115A-A3-10000-40-2,Competitor3,454.96
PO-115A-B1-10000-40-6,Competitor3,2036.27
PO-115A-B2-10000-40-5,Competitor3,1573.08
PO-115A-B2-10000-40-3,Competitor3,1650.08
PO-115A-B2-10000-40-2,Competitor3,1734.18
PO-115A-A0-1000-40-4,Competitor3,529.56
PO-115A-A1-1000-40-4,Competitor3,207.08
PO-115A-A1-1000-40-2,Competitor3,247.86
PO-115A-A2-1000-40-4,Competitor3,112.12
PO-115A-A2-1000-40-2,Competitor3,135.03
PO-115A-A3-1000-40-4,Competitor3,64.34
PO-115A-A3-1000-40-2,Competitor3,87.24
PO-115A-A4-1000-40-5,Competitor3,64.37
PO-115A-A4-1000-40-3,Competitor3,74.17
PO-115A-A4-1000-40-2,Competitor3,87.28
PO-115A-B1-1000-40-4,Competitor3,281.15
PO-115A-B2-1000-40-4,Competitor3,249.49
PO-115A-B2-1000-40-2,Competitor3,276.81
PO-115A-A0-100-40-4,Competitor3,280.92
PO-115A-A1-100-40-4,Competitor3,95.12
PO-115A-A1-100-40-2,Competitor3,118.03
PO-115A-A2-100-40-4,Competitor3,54.32
PO-115A-A2-100-40-2,Competitor3,77.22
PO-115A-A3-100-40-4,Competitor3,34.1
PO-115A-A3-100-40-2,Competitor3,56.99
PO-115A-A4-100-40-5,Competitor3,42.1
PO-115A-A4-100-40-3,Competitor3,51.91
PO-115A-A4-100-40-2,Competitor3,65
PO-115A-B1-100-40-4,Competitor3,109.17
PO-115A-B2-100-40-4,Competitor3,146.49
PO-115A-B2-100-40-2,Competitor3,169.39
PO-115A-A1-11000-40-5,Competitor3,1521.83
PO-115A-A1-11000-40-3,Competitor3,1644.26
PO-115A-A1-11000-40-2,Competitor3,1777.91
PO-115A-A2-11000-40-5,Competitor3,792.5
PO-115A-A2-11000-40-3,Competitor3,857.4
PO-115A-A2-11000-40-2,Competitor3,928.35
PO-115A-A3-11000-40-5,Competitor3,421.8
PO-115A-A3-11000-40-3,Competitor3,456.34
PO-115A-A3-11000-40-2,Competitor3,494.07
PO-115A-B1-11000-40-6,Competitor3,2229.35
PO-115A-B2-11000-40-5,Competitor3,1730.6
PO-115A-B2-11000-40-3,Competitor3,1811.45
PO-115A-B2-11000-40-2,Competitor3,1899.56
PO-115A-A1-12000-40-5,Competitor3,1653.31
PO-115A-A1-12000-40-3,Competitor3,1787.23
PO-115A-A1-12000-40-2,Competitor3,1933.27
PO-115A-A2-12000-40-5,Competitor3,860.54
PO-115A-A2-12000-40-3,Competitor3,931.46
PO-115A-A2-12000-40-2,Competitor3,1008.86
PO-115A-A3-12000-40-5,Competitor3,457.55
PO-115A-A3-12000-40-3,Competitor3,495.23
PO-115A-A3-12000-40-2,Competitor3,536.39
PO-115A-B1-12000-40-6,Competitor3,2422.41
PO-115A-B2-12000-40-5,Competitor3,1888.12
PO-115A-B2-12000-40-3,Competitor3,1976.44
PO-115A-B2-12000-40-2,Competitor3,2072.8
PO-115A-A1-1250-40-4,Competitor3,239.94
PO-115A-A1-1250-40-2,Competitor3,278.91
PO-115A-A2-1250-40-4,Competitor3,129.12
PO-115A-A2-1250-40-2,Competitor3,150.61
PO-115A-A3-1250-40-4,Competitor3,73.28
PO-115A-A3-1250-40-2,Competitor3,92.37
PO-115A-B1-1250-40-4,Competitor3,326.61
PO-115A-A1-13000-40-5,Competitor3,1784.79
PO-115A-A1-13000-40-3,Competitor3,1930.13
PO-115A-A1-13000-40-2,Competitor3,2088.73
PO-115A-A2-13000-40-5,Competitor3,928.59
PO-115A-A2-13000-40-3,Competitor3,1005.55
PO-115A-A2-13000-40-2,Competitor3,1089.53
PO-115A-A3-13000-40-5,Competitor3,493.28
PO-115A-A3-13000-40-3,Competitor3,534.1
PO-115A-A3-13000-40-2,Competitor3,578.69
PO-115A-B1-13000-40-6,Competitor3,2615.48
PO-115A-B2-13000-40-5,Competitor3,2045.63
PO-115A-B2-13000-40-3,Competitor3,2141.44
PO-115A-B2-13000-40-2,Competitor3,2246.09
PO-115A-A1-14000-40-5,Competitor3,1916.26
PO-115A-A1-14000-40-3,Competitor3,2073.06
PO-115A-A1-14000-40-2,Competitor3,2244.14
PO-115A-A2-14000-40-5,Competitor3,996.62
PO-115A-A2-14000-40-3,Competitor3,1079.65
PO-115A-A2-14000-40-2,Competitor3,1170.08
PO-115A-A3-14000-40-5,Competitor3,529.03
PO-115A-A3-14000-40-3,Competitor3,572.99
PO-115A-A3-14000-40-2,Competitor3,621.01
PO-115A-B1-14000-40-6,Competitor3,2808.56
PO-115A-B2-14000-40-5,Competitor3,2203.15
PO-115A-B2-14000-40-3,Competitor3,2306.48
PO-115A-B2-14000-40-2,Competitor3,2419.31
PO-115A-A1-15000-40-5,Competitor3,2047.73
PO-115A-A1-15000-40-3,Competitor3,2216.04
PO-115A-A1-15000-40-2,Competitor3,2399.48
PO-115A-A2-15000-40-5,Competitor3,1064.67
PO-115A-A2-15000-40-3,Competitor3,1153.63
PO-115A-A2-15000-40-2,Competitor3,1250.83
PO-115A-A3-15000-40-5,Competitor3,564.78
PO-115A-A3-15000-40-3,Competitor3,611.88
PO-115A-A3-15000-40-2,Competitor3,663.33
PO-115A-B1-15000-40-6,Competitor3,3001.64
PO-115A-B2-15000-40-5,Competitor3,2360.67
PO-115A-B2-15000-40-3,Competitor3,2471.52
PO-115A-B2-15000-40-2,Competitor3,2592.58
PO-115A-A0-1500-40-4,Competitor3,838.56
PO-115A-A1-1500-40-4,Competitor3,272.81
PO-115A-A1-1500-40-2,Competitor3,319.57
PO-115A-A2-1500-40-4,Competitor3,146.14
PO-115A-A2-1500-40-2,Competitor3,171.93
PO-115A-A3-1500-40-4,Competitor3,82.21
PO-115A-A3-1500-40-2,Competitor3,105.12
PO-115A-B1-1500-40-4,Competitor3,377.83
PO-115A-B2-1500-40-4,Competitor3,322.73
PO-115A-B2-1500-40-2,Competitor3,353.98
PO-115A-A1-150-40-4,Competitor3,99.56
PO-115A-A1-150-40-2,Competitor3,122.47
PO-115A-A2-150-40-4,Competitor3,56.58
PO-115A-A2-150-40-2,Competitor3,79.49
PO-115A-A3-150-40-4,Competitor3,35.23
PO-115A-A3-150-40-2,Competitor3,58.14
PO-115A-B1-150-40-4,Competitor3,120.4
PO-115A-B2-150-40-4,Competitor3,153.78
PO-115A-B2-150-40-2,Competitor3,176.69
PO-115A-A1-16000-40-5,Competitor3,2179.21
PO-115A-A1-16000-40-3,Competitor3,2358.89
PO-115A-A1-16000-40-2,Competitor3,2554.89
PO-115A-A2-16000-40-5,Competitor3,1132.7
PO-115A-A2-16000-40-3,Competitor3,1227.74
PO-115A-A2-16000-40-2,Competitor3,1331.42
PO-115A-A3-16000-40-5,Competitor3,600.53
PO-115A-A3-16000-40-3,Competitor3,650.77
PO-115A-A3-16000-40-2,Competitor3,705.65
PO-115A-B1-16000-40-6,Competitor3,3194.71
PO-115A-B2-16000-40-5,Competitor3,2518.19
PO-115A-B2-16000-40-3,Competitor3,2636.59
PO-115A-B2-16000-40-2,Competitor3,2765.87
PO-115A-A1-17000-40-5,Competitor3,2310.69
PO-115A-A1-17000-40-3,Competitor3,2501.77
PO-115A-A1-17000-40-2,Competitor3,2710.36
PO-115A-A2-17000-40-5,Competitor3,1200.74
PO-115A-A2-17000-40-3,Competitor3,1301.72
PO-115A-A2-17000-40-2,Competitor3,1412.05
PO-115A-A3-17000-40-5,Competitor3,636.27
PO-115A-A3-17000-40-3,Competitor3,689.65
PO-115A-A3-17000-40-2,Competitor3,748.13
PO-115A-B1-17000-40-6,Competitor3,3387.78
PO-115A-B2-17000-40-5,Competitor3,2675.7
PO-115A-B2-17000-40-3,Competitor3,2801.67
PO-115A-B2-17000-40-2,Competitor3,2939.03
PO-115A-A1-18000-40-5,Competitor3,2442.17
PO-115A-A1-18000-40-3,Competitor3,2644.67
PO-115A-A1-18000-40-2,Competitor3,2865.71
PO-115A-A2-18000-40-5,Competitor3,1268.78
PO-115A-A2-18000-40-3,Competitor3,1375.88
PO-115A-A2-18000-40-2,Competitor3,1492.52
PO-115A-A3-18000-40-5,Competitor3,672.02
PO-115A-A3-18000-40-3,Competitor3,728.72
PO-115A-A3-18000-40-2,Competitor3,790.46
PO-115A-B1-18000-40-6,Competitor3,3580.86
PO-115A-B2-18000-40-5,Competitor3,2833.21
PO-115A-B2-18000-40-3,Competitor3,2966.77
PO-115A-B2-18000-40-2,Competitor3,3112.39
PO-115A-A1-19000-40-5,Competitor3,2573.63
PO-115A-A1-19000-40-3,Competitor3,2787.57
PO-115A-A1-19000-40-2,Competitor3,3021.08
PO-115A-A2-19000-40-5,Competitor3,1336.82
PO-115A-A2-19000-40-3,Competitor3,1449.87
PO-115A-A2-19000-40-2,Competitor3,1573.18
PO-115A-A3-19000-40-5,Competitor3,707.77
PO-115A-A3-19000-40-3,Competitor3,767.62
PO-115A-A3-19000-40-2,Competitor3,832.79
PO-115A-B1-19000-40-6,Competitor3,3773.94
PO-115A-B2-19000-40-5,Competitor3,2990.73
PO-115A-B2-19000-40-3,Competitor3,3131.71
PO-115A-B2-19000-40-2,Competitor3,3285.61
PO-115A-A1-20000-40-5,Competitor3,2705.11
PO-115A-A1-20000-40-3,Competitor3,2930.51
PO-115A-A1-20000-40-2,Competitor3,3176.51
PO-115A-A2-20000-40-5,Competitor3,1404.87
PO-115A-A2-20000-40-3,Competitor3,1523.87
PO-115A-A2-20000-40-2,Competitor3,1653.87
PO-115A-A3-20000-40-5,Competitor3,743.51
PO-115A-A3-20000-40-3,Competitor3,806.51
PO-115A-A3-20000-40-2,Competitor3,875.11
PO-115A-B1-20000-40-6,Competitor3,3967.01
PO-115A-B2-20000-40-5,Competitor3,3143.99
PO-115A-B2-20000-40-3,Competitor3,3292.59
PO-115A-B2-20000-40-2,Competitor3,3454.59
PO-115A-A0-2000-40-4,Competitor3,983.9
PO-115A-A1-2000-40-4,Competitor3,338.56
PO-115A-A1-2000-40-2,Competitor3,391.3
PO-115A-A2-2000-40-4,Competitor3,180.15
PO-115A-A2-2000-40-2,Competitor3,209.07
PO-115A-A3-2000-40-4,Competitor3,100.08
PO-115A-A3-2000-40-2,Competitor3,122.98
PO-115A-A4-2000-40-5,Competitor3,82.22
PO-115A-A4-2000-40-3,Competitor3,92.02
PO-115A-A4-2000-40-2,Competitor3,105.12
PO-115A-B1-2000-40-4,Competitor3,480.89
PO-115A-B2-2000-40-4,Competitor3,395.97
PO-115A-B2-2000-40-2,Competitor3,431.15
PO-115A-A0-200-40-4,Competitor3,289.23
PO-115A-A1-200-40-4,Competitor3,104.02
PO-115A-A1-200-40-2,Competitor3,126.92
PO-115A-A2-200-40-4,Competitor3,58.83
PO-115A-A2-200-40-2,Competitor3,81.73
PO-115A-A3-200-40-4,Competitor3,36.39
PO-115A-A3-200-40-2,Competitor3,59.28
PO-115A-B1-200-40-4,Competitor3,127.04
PO-115A-B2-200-40-4,Competitor3,160.95
PO-115A-B2-200-40-2,Competitor3,183.85
PO-115A-A0-2500-40-4,Competitor3,1096.06
PO-115A-A1-2500-40-4,Competitor3,404.29
PO-115A-A1-2500-40-2,Competitor3,468.99
PO-115A-A2-2500-40-4,Competitor3,214.18
PO-115A-A2-2500-40-2,Competitor3,249.38
PO-115A-A3-2500-40-4,Competitor3,117.96
PO-115A-A3-2500-40-2,Competitor3,140.86
