sku,salesprice_currency,supplier_currency,supplier_price,Production_days,supplier_price_salescountry,carrier_cost,carrier_currency,carrier_days,extra_days,carrier_cost_salescountry,@Quantity,@Turnaround,@Material,@Size,supplier_currency_original,supplier,carrier
PO-115A-A3-19000-40-3,EUR,EUR,587.45,0,587.45,0,EUR,2,1,0,19000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-30-40-5,EUR,EUR,609.62,3,609.62,6.8,EUR,1,1,6.8,30,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A1-4000-40-1,EUR,EUR,588.5,0,588.5,62.06,EUR,1,0,62.06,4000,1 day,135g Gloss,A1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B2-8500-40-3,EUR,EUR,578.51,0,578.51,0,EUR,2,1,0,8500,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-ABRI-175-40-5,EUR,EUR,610.19,3,610.19,0,EUR,1,1,0,175,5 days,135g Gloss,Abri,EUR,Hecht,DUMMY_OWN_CARRIER_FR
PO-135G-B1-3500-40-1,EUR,EUR,606.1,0,606.1,32.41,EUR,1,0,32.41,3500,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A1-5500-40-3,EUR,EUR,572.29,0,572.29,0,EUR,2,1,0,5500,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-9500-40-3,EUR,EUR,573.08,0,573.08,0,EUR,2,1,0,9500,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-17000-40-2,EUR,EUR,528.11,0,528.11,0,EUR,2,0,0,17000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-11000-40-3,EUR,EUR,567.54,0,567.54,0,EUR,2,1,0,11000,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-6000-40-5,EUR,EUR,618.83,2,618.83,0,EUR,2,1,0,6000,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-20000-40-5,EUR,EUR,617.12,2,617.12,0,EUR,2,1,0,20000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-7500-40-2,EUR,EUR,515.24,0,515.24,0,EUR,2,0,0,7500,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-12000-40-5,EUR,EUR,615.99,2,615.99,0,EUR,2,1,0,12000,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-2000-40-2,EUR,EUR,369.25,0,369.25,32.41,EUR,1,1,32.41,2000,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-135G-A3-19000-40-2,EUR,EUR,509.23,0,509.23,0,EUR,2,0,0,19000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-9000-40-5,EUR,EUR,610.13,2,610.13,0,EUR,2,1,0,9000,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-1500-40-1,EUR,EUR,300.75,0,300.75,32.41,EUR,1,0,32.41,1500,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-A2-8500-40-2,EUR,EUR,516.6,0,516.6,0,EUR,2,0,0,8500,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-150-40-3,EUR,EUR,512.88,2,512.88,19.28,EUR,1,0,19.28,150,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-B1-2500-40-1,EUR,EUR,538.45,0,538.45,32.41,EUR,1,0,32.41,2500,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A3-18000-40-3,EUR,EUR,557.78,0,557.78,0,EUR,2,1,0,18000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-ABRI-100-40-4,EUR,EUR,582.44,3,582.44,0,EUR,1,0,0,100,4 days,135g Gloss,Abri,EUR,Hecht,DUMMY_OWN_CARRIER_FR
PO-CF-A3-450-40-5,EUR,EUR,548.3,3,548.3,32.41,EUR,1,1,32.41,450,5 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-135G-A1-3500-40-1,EUR,EUR,522.5,0,522.5,32.41,EUR,1,0,32.41,3500,1 day,135g Gloss,A1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B2-8000-40-3,EUR,EUR,546.88,0,546.88,0,EUR,2,1,0,8000,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-350-40-2,EUR,EUR,513.99,1,513.99,32.41,EUR,1,0,32.41,350,2 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-135G-A2-9500-40-2,EUR,EUR,494.86,0,494.86,0,EUR,2,0,0,9500,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-2000-40-4,EUR,EUR,369.25,2,369.25,32.41,EUR,1,1,32.41,2000,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-A1-5000-40-4,EUR,EUR,608.38,1,608.38,0,EUR,2,1,0,5000,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-10000-40-5,EUR,EUR,601.32,2,601.32,0,EUR,2,1,0,10000,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-400-40-3,EUR,EUR,487.49,2,487.49,32.41,EUR,1,0,32.41,400,3 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-115A-B1-3000-40-4,EUR,EUR,574.5,2,574.5,32.41,EUR,1,1,32.41,3000,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A2-9000-40-3,EUR,EUR,544.84,0,544.84,0,EUR,2,1,0,9000,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-4500-40-4,EUR,EUR,590.31,2,590.31,0,EUR,2,0,0,4500,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-250G-A0-500-40-1,EUR,EUR,452.5,0,452.5,0,EUR,1,0,0,500,1 day,250G,A0,EUR,Flyeralarm,OWN_CARRIER_FA
PO-CF-A2-175-40-2,EUR,EUR,513.99,1,513.99,22.4,EUR,1,0,22.4,175,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-A2-4500-40-1,EUR,EUR,573.65,0,573.65,28.64,EUR,1,0,28.64,4500,1 day,135g Gloss,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A3-19000-40-5,EUR,EUR,587.45,2,587.45,0,EUR,2,1,0,19000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-20000-40-3,EUR,EUR,534.9,0,534.9,0,EUR,2,1,0,20000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-16000-40-2,EUR,EUR,498.44,0,498.44,0,EUR,2,0,0,16000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-200-40-3,EUR,EUR,487.49,2,487.49,25.52,EUR,1,0,25.52,200,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-CF-ABRI-25-40-3,EUR,EUR,508.18,2,508.18,3.68,EUR,1,0,3.68,25,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A3-18000-40-2,EUR,EUR,483.57,0,483.57,0,EUR,2,0,0,18000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-3500-40-2,EUR,EUR,551,1,551,32.41,EUR,1,0,32.41,3500,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B2-8500-40-5,EUR,EUR,578.51,2,578.51,0,EUR,2,1,0,8500,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-7000-40-2,EUR,EUR,483.61,0,483.61,0,EUR,2,0,0,7000,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-4000-40-4,EUR,EUR,531.82,2,531.82,0,EUR,2,0,0,4000,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-8000-40-2,EUR,EUR,488.37,0,488.37,0,EUR,2,0,0,8000,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-3000-40-1,EUR,EUR,526.9,0,526.9,32.41,EUR,1,0,32.41,3000,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A2-9500-40-5,EUR,EUR,573.08,2,573.08,0,EUR,2,1,0,9500,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-5500-40-5,EUR,EUR,572.29,2,572.29,0,EUR,2,1,0,5500,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-17000-40-3,EUR,EUR,528.11,0,528.11,0,EUR,2,1,0,17000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-4000-40-1,EUR,EUR,558.8,0,558.8,25.52,EUR,1,0,25.52,4000,1 day,115g Blue back,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A2-10000-40-3,EUR,EUR,519.09,0,519.09,0,EUR,2,1,0,10000,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A1-100-40-3,EUR,EUR,487.49,2,487.49,13.04,EUR,1,0,13.04,100,3 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-A2-11000-40-5,EUR,EUR,567.54,2,567.54,0,EUR,2,1,0,11000,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-9000-40-2,EUR,EUR,470.64,0,470.64,0,EUR,2,0,0,9000,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-2500-40-1,EUR,EUR,452.1,0,452.1,32.41,EUR,1,0,32.41,2500,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-CF-A0-50-40-3,EUR,EUR,487.9,2,487.9,6.8,EUR,1,0,6.8,50,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-B2-7500-40-3,EUR,EUR,515.24,0,515.24,0,EUR,2,1,0,7500,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-8500-40-3,EUR,EUR,516.6,0,516.6,0,EUR,2,1,0,8500,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-1500-40-1,EUR,EUR,404,0,404,32.41,EUR,1,0,32.41,1500,1 day,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-A1-2500-40-1,EUR,EUR,449.9,0,449.9,32.41,EUR,1,0,32.41,2500,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A3-19000-40-3,EUR,EUR,509.23,0,509.23,0,EUR,2,1,0,19000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-18000-40-5,EUR,EUR,557.78,2,557.78,0,EUR,2,1,0,18000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-5000-40-2,EUR,EUR,536,1,536,32.41,EUR,1,0,32.41,5000,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-B2-5000-40-4,EUR,EUR,536,2,536,32.41,EUR,1,1,32.41,5000,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A1-4500-40-4,EUR,EUR,553.81,1,553.81,0,EUR,2,1,0,4500,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-250G-A0-500-40-2,EUR,EUR,452.5,0,452.5,0,EUR,1,1,0,500,2 days,250G,A0,EUR,Flyeralarm,OWN_CARRIER_FA
PO-CF-B2-150-40-5,EUR,EUR,512.88,3,512.88,19.28,EUR,1,1,19.28,150,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A3-15000-40-2,EUR,EUR,468.77,0,468.77,0,EUR,2,0,0,15000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-17000-40-2,EUR,EUR,457.92,0,457.92,0,EUR,2,0,0,17000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-16000-40-2,EUR,EUR,432.26,0,432.26,0,EUR,2,0,0,16000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-15000-40-2,EUR,EUR,406.61,0,406.61,0,EUR,2,0,0,15000,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-8000-40-5,EUR,EUR,546.88,2,546.88,0,EUR,2,1,0,8000,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-4000-40-2,EUR,EUR,499.25,0,499.25,0,EUR,2,0,0,4000,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-9000-40-5,EUR,EUR,544.84,2,544.84,0,EUR,2,1,0,9000,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-9500-40-3,EUR,EUR,494.86,0,494.86,0,EUR,2,1,0,9500,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-2500-40-2,EUR,EUR,489.5,1,489.5,32.41,EUR,1,0,32.41,2500,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A2-7500-40-2,EUR,EUR,460.13,0,460.13,0,EUR,2,0,0,7500,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-20-40-2,EUR,EUR,489.98,1,489.98,3.68,EUR,1,0,3.68,20,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-B2-6500-40-2,EUR,EUR,451.99,0,451.99,0,EUR,2,0,0,6500,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-16000-40-3,EUR,EUR,498.44,0,498.44,0,EUR,2,1,0,16000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-400-40-5,EUR,EUR,487.49,3,487.49,32.41,EUR,1,1,32.41,400,5 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-135G-A2-8500-40-2,EUR,EUR,446.42,0,446.42,0,EUR,2,0,0,8500,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-3000-40-2,EUR,EUR,481,1,481,32.41,EUR,1,0,32.41,3000,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-100G-A0-1500-40-2,EUR,EUR,300.75,0,300.75,32.41,EUR,1,1,32.41,1500,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-CF-A2-200-40-5,EUR,EUR,487.49,3,487.49,25.52,EUR,1,1,25.52,200,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-A1-5000-40-2,EUR,EUR,525.75,0,525.75,0,EUR,2,0,0,5000,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-18000-40-3,EUR,EUR,483.57,0,483.57,0,EUR,2,1,0,18000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-25-40-5,EUR,EUR,508.18,3,508.18,3.68,EUR,1,1,3.68,25,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-115A-A3-5000-40-1,EUR,EUR,510.95,0,510.95,31.76,EUR,1,0,31.76,5000,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A2-8000-40-3,EUR,EUR,488.37,0,488.37,0,EUR,2,1,0,8000,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-7000-40-3,EUR,EUR,483.61,0,483.61,0,EUR,2,1,0,7000,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-17000-40-5,EUR,EUR,528.11,2,528.11,0,EUR,2,1,0,17000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-2500-40-4,EUR,EUR,489.5,2,489.5,32.41,EUR,1,1,32.41,2500,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A2-4000-40-1,EUR,EUR,513.15,0,513.15,25.52,EUR,1,0,25.52,4000,1 day,135g Gloss,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-A0-40-40-2,EUR,EUR,470.42,1,470.42,6.8,EUR,1,0,6.8,40,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-CF-A3-350-40-3,EUR,EUR,426.68,2,426.68,32.41,EUR,1,0,32.41,350,3 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-135G-A3-20000-40-5,EUR,EUR,534.9,2,534.9,0,EUR,2,1,0,20000,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-300-40-2,EUR,EUR,440.71,1,440.71,32.41,EUR,1,0,32.41,300,2 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-100G-A0-1250-40-1,EUR,EUR,266.5,0,266.5,32.41,EUR,1,0,32.41,1250,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-100G-A0-1500-40-4,EUR,EUR,300.75,2,300.75,32.41,EUR,1,1,32.41,1500,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-CF-A1-100-40-5,EUR,EUR,487.49,3,487.49,13.04,EUR,1,1,13.04,100,5 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-A2-10000-40-5,EUR,EUR,519.09,2,519.09,0,EUR,2,1,0,10000,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-3500-40-2,EUR,EUR,444.69,0,444.69,0,EUR,2,0,0,3500,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-9000-40-3,EUR,EUR,470.64,0,470.64,0,EUR,2,1,0,9000,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-8500-40-5,EUR,EUR,516.6,2,516.6,0,EUR,2,1,0,8500,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-175-40-3,EUR,EUR,426.68,2,426.68,22.4,EUR,1,0,22.4,175,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A3-14000-40-2,EUR,EUR,439.1,0,439.1,0,EUR,2,0,0,14000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-7500-40-5,EUR,EUR,515.24,2,515.24,0,EUR,2,1,0,7500,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A0-50-40-5,EUR,EUR,487.9,3,487.9,6.8,EUR,1,1,6.8,50,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-250G-A0-500-40-4,EUR,EUR,403.61,2,403.61,0,EUR,1,1,0,500,4 days,250G,A0,EUR,Flyeralarm,OWN_CARRIER_FA
PO-135G-A2-8000-40-2,EUR,EUR,422.18,0,422.18,0,EUR,2,0,0,8000,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-19000-40-5,EUR,EUR,509.23,2,509.23,0,EUR,2,1,0,19000,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-150-40-2,EUR,EUR,440.71,1,440.71,19.28,EUR,1,0,19.28,150,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-A3-15000-40-3,EUR,EUR,468.77,0,468.77,0,EUR,2,1,0,15000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-4500-40-2,EUR,EUR,486,1,486,32.41,EUR,1,0,32.41,4500,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-B2-4500-40-4,EUR,EUR,486,2,486,32.41,EUR,1,1,32.41,4500,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A0-1250-40-1,EUR,EUR,354.88,0,354.88,32.41,EUR,1,0,32.41,1250,1 day,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-A2-3500-40-1,EUR,EUR,492.8,0,492.8,22.4,EUR,1,0,22.4,3500,1 day,115g Blue back,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A3-17000-40-3,EUR,EUR,457.92,0,457.92,0,EUR,2,1,0,17000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-6000-40-2,EUR,EUR,420.36,0,420.36,0,EUR,2,0,0,6000,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-1500-40-1,EUR,EUR,381.5,0,381.5,32.41,EUR,1,0,32.41,1500,1 day,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-135G-B2-5500-40-2,EUR,EUR,388.72,0,388.72,0,EUR,2,0,0,5500,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-4000-40-1,EUR,EUR,479.6,0,479.6,32.41,EUR,1,0,32.41,4000,1 day,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B2-5000-40-1,EUR,EUR,478.5,0,478.5,32.41,EUR,1,0,32.41,5000,1 day,135g Gloss,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A2-7500-40-3,EUR,EUR,460.13,0,460.13,0,EUR,2,1,0,7500,3 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-4500-40-1,EUR,EUR,434.5,0,434.5,32.41,EUR,1,0,32.41,4500,1 day,135g Gloss,B2,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-115A-A3-16000-40-5,EUR,EUR,498.44,2,498.44,0,EUR,2,1,0,16000,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-1500-40-2,EUR,EUR,404,0,404,32.41,EUR,1,1,32.41,1500,2 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-135G-A2-9500-40-5,EUR,EUR,494.86,2,494.86,0,EUR,2,1,0,9500,5 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-6500-40-3,EUR,EUR,451.99,0,451.99,0,EUR,2,1,0,6500,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-8500-40-3,EUR,EUR,446.42,0,446.42,0,EUR,2,1,0,8500,3 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-4000-40-4,EUR,EUR,499.25,1,499.25,0,EUR,2,1,0,4000,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-8000-40-5,EUR,EUR,488.37,2,488.37,0,EUR,2,1,0,8000,5 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-4500-40-2,EUR,EUR,479.21,0,479.21,0,EUR,2,0,0,4500,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-7000-40-5,EUR,EUR,483.61,2,483.61,0,EUR,2,1,0,7000,5 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-18000-40-5,EUR,EUR,483.57,2,483.57,0,EUR,2,1,0,18000,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-1500-40-4,EUR,EUR,404,2,404,32.41,EUR,1,1,32.41,1500,4 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-115A-A3-13000-40-2,EUR,EUR,409.43,0,409.43,0,EUR,2,0,0,13000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-4500-40-4,EUR,EUR,479.21,1,479.21,0,EUR,2,1,0,4500,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-7500-40-2,EUR,EUR,397.97,0,397.97,0,EUR,2,0,0,7500,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-4500-40-1,EUR,EUR,461.45,0,461.45,28.64,EUR,1,0,28.64,4500,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-A3-350-40-5,EUR,EUR,426.68,3,426.68,32.41,EUR,1,1,32.41,350,5 days,Water resistant PVC,A3,EUR,Probo,DHL_EXPRESS-EUROPLUS
PO-115A-A3-14000-40-3,EUR,EUR,439.1,0,439.1,0,EUR,2,1,0,14000,3 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
